,label,flow_volume,flow_duration,flow_rate,sleep_time,dns_interval,ntp_interval,avg_win,avg_mss,avg_sen,ip_cnt,df_cnt,icmp_cnt,tcp_cnt,udp_cnt,http_cnt,dhcp_cnt,dns_cnt,ntp_cnt,dstIp_cnt,burst,period,top1_pt_name,top1_pt_cnt,top2_pt_name,top2_pt_cnt,top3_pt_name,top3_pt_cnt,top4_pt_name,top4_pt_cnt,top5_pt_name,top5_pt_cnt,top6_pt_name,top6_pt_cnt,top7_pt_name,top7_pt_cnt,top8_pt_name,top8_pt_cnt,top9_pt_name,top9_pt_cnt,top10_pt_name,top10_pt_cnt,top11_pt_name,top11_pt_cnt,top12_pt_name,top12_pt_cnt,top13_pt_name,top13_pt_cnt,top14_pt_name,top14_pt_cnt,top15_pt_name,top15_pt_cnt,top16_pt_name,top16_pt_cnt,top1_dm_name,top1_dm_cnt,top2_dm_name,top2_dm_cnt,top3_dm_name,top3_dm_cnt,top4_dm_name,top4_dm_cnt,top5_dm_name,top5_dm_cnt,top6_dm_name,top6_dm_cnt,top7_dm_name,top7_dm_cnt,top8_dm_name,top8_dm_cnt,top1_cs_name,top1_cs_cnt,top2_cs_name,top2_cs_cnt
29,24,192890,773,249.269521,0.9494739999999999,34.471646,7.565326,31505.2,1460.0,0.8118,793,793,0,752,37,25,0,23,2,33,0.0,0.0,443,696,5228,34,80,25,53,23,5353,5,100000,4,123,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,20,14,2,19,1,0,0,0,0,0,0,0,0,0,0,25500000,17,0,0
30,24,321234,703,456.419913,0.346364,7.842336,3.163056,27674.2,1460.0,0.75727,1951,1944,3,1829,117,86,6,88,2,52,2.0,0.6774247039175715,443,1714,53,88,80,86,5228,22,100000,15,5222,11,67,6,123,2,5353,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,83,14,4,19,1,0,0,0,0,0,0,0,0,0,0,25500000,87,0,0
31,24,1638728,3469,472.285004,0.284036,15.490117000000001,212.58703300000002,26168.2,1460.0,0.801006,12069,12052,11,10848,1198,298,6,225,6,113,0.0,0.0,443,11385,80,298,53,225,100000,93,5228,24,5353,9,123,6,67,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,216,14,7,19,2,0,0,0,0,0,0,0,0,0,0,25500000,211,0,0
32,24,8256,17,476.84842000000003,0.34627399999999997,2.36536,0.0,13697.8,1460.0,0.758944,37,27,0,21,16,4,10,4,1,6,0.0,0.0,443,10,67,10,5228,7,80,4,53,4,5353,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25500000,1,0,0
33,24,452364,2584,175.042862,0.9985719999999999,18.768848000000002,182.113071,27784.8,1460.0,0.7575649999999999,2421,2406,14,2237,161,212,3,126,7,63,0.0,0.0,443,1836,80,212,100000,168,53,126,5228,25,5222,19,123,7,67,3,5353,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,117,14,7,19,2,0,0,0,0,0,0,0,0,0,0,25500000,103,0,0
34,24,325936,2822,115.47244199999999,1.742364,41.376937,32.475537,27863.1,1460.0,0.777438,1496,1489,2,1386,102,83,5,69,2,41,4.0,0.6523666726925795,443,1254,80,83,53,69,100000,62,5228,11,67,5,123,2,5353,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,66,14,2,19,1,0,0,0,0,0,0,0,0,0,0,25500000,47,0,0
35,24,534882,2616,204.442877,1.0536809999999999,19.217164,0.047854,34406.5,1460.0,0.767578,2417,2417,0,2263,146,535,0,137,2,107,0.0,0.0,443,1695,80,535,53,143,5228,18,100000,15,123,2,5353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,135,14,1,19,1,0,0,0,0,0,0,0,0,0,0,25500000,69,0,0
36,24,40501,53,760.707587,0.203211,3.850546,0.0,24492.8,1460.0,0.79214,246,241,0,225,20,8,5,13,1,13,0.0,0.0,443,207,53,13,5228,10,80,8,67,5,5353,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25500000,16,0,0
37,24,320733,1929,166.206352,1.221347,28.660871999999998,0.0,29557.7,1460.0,0.81409,1465,1454,2,1381,81,18,9,68,1,33,3.0,0.6523133325112326,443,1330,53,68,80,18,5228,18,100000,15,67,9,5353,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,66,14,2,0,0,0,0,0,0,0,0,0,0,0,0,25500000,76,0,0
38,24,872121,2260,385.853056,0.44580699999999995,18.003353,10.481603999999999,19179.7,1460.0,0.778319,4912,4895,8,2827,2071,99,10,125,2,59,0.0,0.0,443,4576,53,125,80,99,100000,68,5228,14,67,10,5353,4,123,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,123,14,1,19,1,0,0,0,0,0,0,0,0,0,0,25500000,147,0,0
39,24,478974,406,1177.373807,0.169719,4.395481,0.0,29188.2,1460.0,0.806918,2338,2327,8,2244,83,149,3,78,1,39,0.0,0.0,443,2090,80,149,53,78,100000,5,67,3,5353,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,74,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25500000,156,0,0
40,23,165345,2150,76.885797,1.7441419999999999,21.611338,0.0,27137.7,1460.0,0.707755,1170,1150,4,889,277,551,24,98,1,10,0.0,0.0,80,551,1935,338,5353,150,53,98,67,24,100000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,90,27,2,23,2,21,1,22,1,29,1,27,1,0,0,0,0,0,0
41,22,25105,25,971.698963,0.322952,0.0,0.0,22145.9,1400.0,0.444272,72,0,0,68,4,68,3,1,1,3,0.0,0.0,80,68,67,3,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,22,438,1,349.207944,0.41808900000000004,0.0,0.0,51580.3,0.0,0.639286,4,0,0,4,0,4,0,1,1,1,0.0,0.0,80,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,22,25489,29,868.541422,0.353577,0.0,0.0,22740.3,1400.0,0.448391,75,0,0,71,4,71,3,1,1,3,0.0,0.0,80,71,67,3,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,22,26340,32,803.773598,0.376672,0.0,0.0,25014.2,1400.0,0.448416,78,0,0,72,6,72,5,1,1,4,0.0,0.0,80,72,67,5,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,22,25885,29,879.316383,0.346325,0.0,0.0,25602.8,1400.0,0.448215,77,0,0,72,5,72,4,1,1,4,0.0,0.0,80,72,67,4,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,22,25543,29,872.8065029999999,0.34839699999999996,0.0,0.0,25907.5,1400.0,0.447892,76,0,0,72,4,72,3,1,1,3,0.0,0.0,80,72,67,3,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,22,25885,28,908.2277359999999,0.335301,0.0,0.0,25602.8,1400.0,0.44751199999999997,77,0,0,72,5,72,4,1,1,4,0.0,0.0,80,72,67,4,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,22,25831,29,875.8641359999999,0.351095,0.0,0.0,25806.7,1400.0,0.447375,76,0,0,71,5,71,4,1,1,4,0.0,0.0,80,71,67,4,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,22,25831,29,878.135192,0.35018699999999997,0.0,0.0,25355.6,1400.0,0.44828,76,0,0,71,5,71,4,1,1,4,0.0,0.0,80,71,67,4,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,22,25885,29,888.201584,0.342861,0.0,0.0,26663.0,1400.0,0.44746499999999995,77,0,0,72,5,72,4,1,1,4,0.0,0.0,80,72,67,4,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,22,16722,19,837.30245,0.332855,0.0,0.0,35718.3,1400.0,0.428421,52,0,0,48,4,48,3,1,1,4,0.0,0.0,80,48,67,3,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,22,25885,31,819.821429,0.371458,0.0,0.0,26217.2,1400.0,0.447988,77,0,0,72,5,72,4,1,1,4,0.0,0.0,80,72,67,4,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,22,25885,28,905.6508769999999,0.336255,0.0,0.0,26217.2,1400.0,0.44634399999999996,77,0,0,72,5,72,4,1,1,4,0.0,0.0,80,72,67,4,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,22,25885,29,881.1877099999999,0.34559,0.0,0.0,26217.2,1400.0,0.447812,77,0,0,72,5,72,4,1,1,4,0.0,0.0,80,72,67,4,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,22,25885,30,854.0815029999999,0.356558,0.0,0.0,26217.2,1400.0,0.447578,77,0,0,72,5,72,4,1,1,4,0.0,0.0,80,72,67,4,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,22,25885,31,812.472445,0.374818,0.0,0.0,26217.2,1400.0,0.44793599999999995,77,0,0,72,5,72,4,1,1,3,0.0,0.0,80,72,67,4,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,22,25885,28,904.273569,0.336767,0.0,0.0,26217.2,1400.0,0.446021,77,0,0,72,5,72,4,1,1,4,0.0,0.0,80,72,67,4,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,22,25885,28,908.6475869999999,0.335146,0.0,0.0,26217.2,1400.0,0.44710600000000006,77,0,0,72,5,72,4,1,1,4,0.0,0.0,80,72,67,4,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,22,25885,30,858.0165710000001,0.354923,0.0,0.0,26663.0,1400.0,0.447208,77,0,0,72,5,72,4,1,1,4,0.0,0.0,80,72,67,4,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,22,25927,30,848.981911,0.355104,0.0,0.0,25912.3,1400.0,0.447097,77,0,0,72,5,72,4,1,1,4,0.0,0.0,80,72,67,4,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,22,25885,29,888.310584,0.342819,0.0,0.0,26663.0,1400.0,0.446117,77,0,0,72,5,72,4,1,1,4,0.0,0.0,80,72,67,4,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,22,25602,28,899.3614789999999,0.338891,0.0,0.0,26266.8,1400.0,0.445837,75,0,0,71,4,71,3,1,1,3,0.0,0.0,80,71,67,3,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,22,25885,28,908.331316,0.335262,0.0,0.0,26217.2,1400.0,0.44756999999999997,77,0,0,72,5,72,4,1,1,4,0.0,0.0,80,72,67,4,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,22,25885,29,867.581375,0.35101,0.0,0.0,26217.2,1400.0,0.448072,77,0,0,72,5,72,4,1,1,4,0.0,0.0,80,72,67,4,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,22,25885,29,874.4814849999999,0.34824,0.0,0.0,26217.2,1400.0,0.447558,77,0,0,72,5,72,4,1,1,4,0.0,0.0,80,72,67,4,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,22,24751,29,847.7575009999999,0.36044299999999996,0.0,0.0,39452.3,1400.0,0.44848299999999997,73,0,0,68,5,68,4,1,1,4,0.0,0.0,80,68,67,4,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,22,18881,22,850.2341439999999,0.336467,0.0,0.0,37221.7,1400.0,0.43622,58,0,0,54,4,54,3,1,1,4,0.0,0.0,80,54,67,3,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
