MAC_addr,label,flow_volume,flow_duration,flow_rate,sleep_time,dns_interval,ntp_interval
00:24:e4:1b:6f:96,22,25885,28,908.227736,0.335301,0.000000,0.000000
00:24:e4:1b:6f:96,22,25831,29,875.864136,0.351095,0.000000,0.000000
00:24:e4:1b:6f:96,22,25831,29,878.135192,0.350187,0.000000,0.000000
00:24:e4:1b:6f:96,22,25885,29,888.201584,0.342861,0.000000,0.000000
00:24:e4:1b:6f:96,22,16722,19,837.302450,0.332855,0.000000,0.000000
00:24:e4:1b:6f:96,22,25885,31,819.821429,0.371458,0.000000,0.000000
00:24:e4:1b:6f:96,22,25885,28,905.650877,0.336255,0.000000,0.000000
00:24:e4:1b:6f:96,22,25885,29,881.187710,0.345590,0.000000,0.000000
00:24:e4:1b:6f:96,22,25885,30,854.081503,0.356558,0.000000,0.000000
00:24:e4:1b:6f:96,22,25885,31,812.472445,0.374818,0.000000,0.000000
00:24:e4:1b:6f:96,22,25885,28,904.273569,0.336767,0.000000,0.000000
00:24:e4:1b:6f:96,22,25885,28,908.647587,0.335146,0.000000,0.000000
00:24:e4:1b:6f:96,22,25885,30,858.016571,0.354923,0.000000,0.000000
00:24:e4:1b:6f:96,22,25927,30,848.981911,0.355104,0.000000,0.000000
00:24:e4:1b:6f:96,22,25885,29,888.310584,0.342819,0.000000,0.000000
00:24:e4:1b:6f:96,22,25602,28,899.361479,0.338891,0.000000,0.000000
00:24:e4:1b:6f:96,22,25885,28,908.331316,0.335262,0.000000,0.000000
00:24:e4:1b:6f:96,22,25885,29,867.581375,0.351010,0.000000,0.000000
00:24:e4:1b:6f:96,22,25885,29,874.481485,0.348240,0.000000,0.000000
00:24:e4:1b:6f:96,22,24751,29,847.757501,0.360443,0.000000,0.000000
00:24:e4:1b:6f:96,22,18881,22,850.234144,0.336467,0.000000,0.000000
00:24:e4:1b:6f:96,22,727,0,1329.848046,0.136670,0.000000,0.000000
00:24:e4:1b:6f:96,22,25158,27,929.998862,0.338146,0.000000,0.000000
00:24:e4:1b:6f:96,22,26306,29,905.037684,0.337979,0.000000,0.000000
00:24:e4:1b:6f:96,22,25998,29,884.425899,0.341806,0.000000,0.000000
00:24:e4:1b:6f:96,22,25885,29,883.565642,0.344660,0.000000,0.000000
00:24:e4:1b:6f:96,22,25886,29,875.849293,0.347710,0.000000,0.000000
00:24:e4:1b:6f:96,22,25885,29,875.735990,0.347741,0.000000,0.000000
00:24:e4:1b:6f:96,22,25886,29,884.036391,0.344489,0.000000,0.000000
00:24:e4:1b:6f:96,22,35126,39,895.960782,0.356408,0.000000,0.000000
00:24:e4:1b:6f:96,22,25886,30,843.050896,0.361237,0.000000,0.000000
d0:a6:37:df:a1:e1,24,38067,1388,27.424428,4.536173,54.024853,0.000000
d0:a6:37:df:a1:e1,24,50987,2705,18.842489,5.602399,28.988324,0.080571
d0:a6:37:df:a1:e1,24,12364,640,19.316077,4.354344,17.638084,0.000000
d0:a6:37:df:a1:e1,24,27071,889,30.445932,3.674173,14.400851,0.003997
d0:73:d5:01:83:08,9,25492,3568,7.144261,13.567220,143.476835,299.997013
d0:73:d5:01:83:08,9,22480,3568,6.300137,15.055596,143.476857,299.996936
d0:73:d5:01:83:08,9,26956,3568,7.554551,12.975201,122.221019,253.843438
d0:73:d5:01:83:08,9,24390,3568,6.835425,13.992848,143.476856,299.996817
d0:73:d5:01:83:08,9,24984,3568,7.001878,13.776778,143.476854,299.996959
d0:73:d5:01:83:08,9,23311,3568,6.533022,14.504798,131.998734,274.997318
d0:73:d5:01:83:08,9,25549,3568,7.160236,13.414205,122.406423,254.228619
d0:73:d5:01:83:08,9,24379,3568,6.832336,14.330037,143.476845,299.996208
d0:73:d5:01:83:08,9,24756,3569,6.935924,13.942356,131.998677,274.997210
d0:73:d5:01:83:08,9,23761,3596,6.605894,14.445540,143.476804,299.996942
d0:73:d5:01:83:08,9,25647,3568,7.187701,13.567219,122.220984,253.843543
d0:73:d5:01:83:08,9,22951,3568,6.432133,14.805721,143.476746,299.996630
d0:73:d5:01:83:08,9,25170,3569,7.050433,13.783760,143.476848,299.997303
d0:73:d5:01:83:08,9,26429,3596,7.347614,13.224081,131.998636,274.997134
d0:73:d5:01:83:08,9,12430,1657,7.500314,12.947374,136.362171,299.998445
d0:73:d5:01:83:08,9,23587,3557,6.630771,14.460176,143.476889,299.997270
d0:73:d5:01:83:08,9,25094,3552,7.064729,13.875045,143.476886,299.996901
d0:73:d5:01:83:08,9,23014,3557,6.469704,14.638663,131.998724,274.997567
d0:73:d5:01:83:08,9,25060,3557,7.044890,13.734317,143.476879,299.996995
d0:73:d5:01:83:08,9,24118,3557,6.780053,14.115871,122.221055,253.843602
d0:73:d5:01:83:08,9,25765,3557,7.243081,13.372888,131.998728,274.980372
d0:73:d5:01:83:08,9,23650,3557,6.648497,14.401598,143.477126,299.997421
d0:73:d5:01:83:08,9,25082,3557,7.051075,13.949756,143.476857,300.025979
d0:73:d5:01:83:08,9,24546,3557,6.900380,14.004707,131.998692,274.997762
d0:73:d5:01:83:08,9,25027,3566,7.017717,13.769342,131.998714,274.998548
d0:73:d5:01:83:08,9,23986,3557,6.742948,14.228791,131.998644,274.996504
d0:73:d5:01:83:08,9,25630,3566,7.186798,13.457589,122.220980,253.843213
d0:73:d5:01:83:08,9,22734,3557,6.390996,14.883648,143.476826,299.996828
d0:73:d5:01:83:08,9,24767,3557,6.962499,14.115872,131.998531,275.008229
d0:73:d5:01:83:08,9,24934,3557,7.009458,13.841220,143.476849,299.995377
d0:73:d5:01:83:08,9,23362,3557,6.567552,14.578628,143.476747,299.996155
d0:73:d5:01:83:08,9,25405,3557,7.141865,13.474219,122.221068,253.843761
d0:73:d5:01:83:08,9,23778,3557,6.684500,14.343485,143.476723,299.994545
d0:73:d5:01:83:08,9,29441,3568,8.250966,12.178116,122.221048,274.978513
d0:73:d5:01:83:08,9,23248,3568,6.515394,14.623627,131.998571,274.996669
d0:73:d5:01:83:08,9,25425,3568,7.125493,13.776735,143.476853,299.997021
d0:73:d5:01:83:08,9,23167,3568,6.492628,14.564085,131.998688,274.997297
d0:73:d5:01:83:08,9,25090,3565,7.036677,13.661316,131.998596,274.997100
d0:73:d5:01:83:08,9,22884,3563,6.420894,14.727229,131.998669,274.996736
d0:73:d5:01:83:08,9,23650,3557,6.648501,14.401589,143.476891,299.997042
d0:73:d5:01:83:08,9,25535,3564,7.164123,13.708802,131.998754,274.997715
d0:73:d5:01:83:08,9,23525,3590,6.551200,14.597338,143.477053,299.997459
d0:73:d5:01:83:08,9,24308,3564,6.819874,14.144003,143.476903,299.996703
d0:73:d5:01:83:08,9,23810,3590,6.630559,14.363797,122.221068,253.843667
d0:73:d5:01:83:08,9,23239,3557,6.532976,14.638619,143.476901,299.996951
d0:73:d5:01:83:08,9,25888,3557,7.277637,13.322842,131.998747,274.997785
d0:73:d5:01:83:08,9,23808,3557,6.692917,14.578662,143.476952,299.997116
d0:73:d5:01:83:08,9,25473,3557,7.160993,13.423352,122.221050,253.843584
d0:73:d5:01:83:08,9,24795,3557,6.970354,14.060110,143.476878,299.996743
d0:73:d5:01:83:08,9,25969,3557,7.300427,13.322807,131.998736,274.997102
d0:73:d5:01:83:08,9,23116,3557,6.498384,14.699140,143.476879,299.997477
d0:73:d5:01:83:08,9,25675,3557,7.217780,13.474196,143.476869,299.996963
d0:73:d5:01:83:08,9,24720,3557,6.949300,13.787570,122.221133,253.844531
d0:73:d5:01:83:08,9,26176,3557,7.358599,13.223788,131.998799,274.997109
d0:73:d5:01:83:08,9,24741,3557,6.955209,13.949764,122.221133,253.844039
d0:73:d5:01:83:08,9,24712,3557,6.947057,13.895273,143.476944,299.996884
d0:73:d5:01:83:08,9,23812,3557,6.694037,14.343532,143.476910,299.997756
d0:73:d5:01:83:08,9,24204,3566,6.786942,14.151825,143.476899,299.997352
d0:73:d5:01:83:08,9,24079,3557,6.769101,14.228773,143.476932,299.997008
d0:73:d5:01:83:08,9,25896,3557,7.279889,13.577089,143.476925,299.997002
d0:73:d5:01:83:08,9,23494,3557,6.604654,14.460117,131.998749,274.997114
d0:73:d5:01:83:08,9,26490,3566,7.427951,13.159629,131.998738,274.997285
d0:73:d5:01:83:08,9,24187,3557,6.799463,14.004695,113.792021,235.711862
d0:73:d5:01:83:08,9,25968,3546,7.322878,13.381687,122.220996,253.844132
d0:73:d5:01:83:08,9,22455,3546,6.332216,14.899799,131.998690,274.997253
d0:73:d5:01:83:08,9,25128,3555,7.067918,13.779920,143.476866,299.997484
d0:73:d5:01:83:08,9,22714,3546,6.405247,14.775647,131.998693,274.996861
d0:73:d5:01:83:08,9,22234,3546,6.269897,15.090003,143.476857,299.997018
d0:73:d5:01:83:08,9,25735,3546,7.257154,13.432409,143.476864,299.997006
d0:73:d5:01:83:08,9,25548,3555,7.186047,13.726731,143.476900,299.996520
d0:73:d5:01:83:08,9,22960,3546,6.474614,14.653542,132.199049,275.414478
d0:73:d5:01:83:08,9,23347,3546,6.583754,14.714329,143.476877,299.997349
d0:73:d5:01:83:08,9,25320,3546,7.140121,13.798281,143.476878,299.996980
d0:73:d5:01:83:08,9,23396,3546,6.597570,14.533419,143.476879,299.997491
d0:73:d5:01:83:08,9,24336,3546,6.862639,13.961251,131.998708,274.997401
d0:73:d5:01:83:08,9,23672,3546,6.675404,14.356893,131.998744,274.997179
d0:73:d5:01:83:08,9,25137,3546,7.088489,13.639123,122.221068,274.997177
d0:73:d5:01:83:08,9,23485,3546,6.622654,14.474129,143.476929,299.996631
d0:73:d5:01:83:08,9,24794,3546,6.991799,14.016421,143.476927,299.996467
d0:73:d5:01:83:08,9,25983,3557,7.304356,13.372903,131.998927,299.998262
d0:73:d5:01:83:08,9,25519,3557,7.173918,13.525442,131.998717,274.997071
d0:73:d5:01:83:08,9,24312,3557,6.834610,14.172068,143.476920,299.996971
d0:73:d5:01:83:08,9,25150,3557,7.070190,13.681496,131.998755,274.996899
d0:73:d5:01:83:08,9,24198,3557,6.802511,14.401684,143.476945,299.997259
d0:73:d5:01:83:08,9,25954,3552,7.304836,13.357101,143.476903,299.997426
d0:73:d5:01:83:08,9,23511,3557,6.609424,14.460137,143.476905,299.996863
d0:73:d5:01:83:08,9,24853,3557,6.986674,13.841246,143.476902,299.996928
d0:73:d5:01:83:08,9,23823,3546,6.718030,14.184516,131.997940,274.996117
d0:73:d5:01:83:08,9,23899,3546,6.739418,14.072031,113.792061,235.712101
d0:73:d5:01:83:08,9,24756,3546,6.981080,13.961244,131.998755,274.997144
d0:73:d5:01:83:08,9,23383,3546,6.593914,14.533397,143.476856,299.997408
d0:73:d5:01:83:08,9,24480,3546,6.903249,13.852173,122.220967,274.997111
d0:73:d5:01:83:08,9,23260,3546,6.559226,14.593210,143.476913,299.997037
d0:73:d5:01:83:08,9,25138,3546,7.088808,13.586794,122.221429,253.844583
d0:73:d5:01:83:08,9,24178,3555,6.800608,14.164423,143.476914,299.997391
d0:73:d5:01:83:08,9,23850,3546,6.725599,14.533412,143.476919,299.997118
d0:73:d5:01:83:08,9,24964,3555,7.021788,13.726717,131.998953,274.997857
d0:73:d5:01:83:08,9,23163,3546,6.531872,14.593212,143.476885,299.997048
d0:73:d5:01:83:08,9,23464,3546,6.616744,14.474103,143.476885,299.996685
d0:73:d5:01:83:08,9,24751,3546,6.979681,13.852151,143.476897,299.997255
d0:73:d5:01:83:08,9,23936,3543,6.755441,14.462114,143.476821,299.994355
d0:73:d5:01:83:08,9,24696,3546,6.964175,13.852144,143.476899,299.996768
d0:73:d5:01:83:08,9,22858,3546,6.445857,14.714330,131.998742,274.997684
d0:73:d5:01:83:08,9,24361,3546,6.869702,14.016406,143.476879,299.996130
d0:73:d5:01:83:08,9,23830,3546,6.719959,14.184611,122.221029,253.843557
d0:73:d5:01:83:08,9,24626,3546,6.944432,13.798250,131.998698,275.022675
d0:73:d5:01:83:08,9,23652,3546,6.669778,14.533382,131.998690,274.997479
d0:73:d5:01:83:08,9,23767,3546,6.702197,14.298994,143.476843,299.997353
d0:73:d5:01:83:08,9,23074,3546,6.506781,14.653498,143.476805,299.997335
d0:73:d5:01:83:08,9,24301,3546,6.852776,14.072040,143.477504,299.994664
d0:73:d5:01:83:08,9,22714,3546,6.405240,14.775663,131.998683,274.996921
d0:73:d5:01:83:08,9,24930,3545,7.032159,13.687807,131.998719,274.997341
d0:73:d5:01:83:08,9,23932,3545,6.750635,14.124095,122.406384,254.228623
d0:73:d5:01:83:08,9,25965,3545,7.324106,13.479630,131.998704,274.997112
d0:73:d5:01:83:08,9,23461,3545,6.617776,14.352829,122.221026,253.843739
d0:73:d5:01:83:08,9,24658,3545,6.955433,13.848212,131.998710,274.997453
d0:73:d5:01:83:08,9,23388,3545,6.597183,14.469999,143.476857,299.997578
d0:73:d5:01:83:08,9,25678,3554,7.224662,13.311666,113.791976,235.712162
d0:73:d5:01:83:08,9,23788,3545,6.710011,14.180603,122.221034,253.843627
d0:73:d5:01:83:08,9,23952,3545,6.756278,14.469990,143.476844,299.996835
d0:73:d5:01:83:08,9,25710,3545,7.252165,13.428591,131.998705,274.997239
d0:73:d5:01:83:08,9,23431,3545,6.609316,14.411170,131.998766,274.997115
d0:73:d5:01:83:08,9,24505,3545,6.912265,13.957275,143.476853,299.997119
d0:73:d5:01:83:08,9,22773,3545,6.423713,14.771442,143.476844,299.997039
d0:73:d5:01:83:08,9,26067,3545,7.352873,13.428579,131.998721,274.997317
d0:73:d5:01:83:08,9,23931,3545,6.750351,14.237546,131.998738,274.997436
d0:73:d5:01:83:08,9,31532,3568,8.836929,11.510349,120.221578,295.089254
d0:73:d5:01:83:08,9,23563,3546,6.644676,14.298981,122.221076,253.843658
d0:73:d5:01:83:08,9,26002,3555,7.313752,13.216432,122.221128,253.843883
d0:73:d5:01:83:08,9,23753,3546,6.698247,14.298999,131.999029,274.998178
d0:73:d5:01:83:08,9,23184,3546,6.537786,14.593229,143.476953,299.996820
d0:73:d5:01:83:08,9,24112,3546,6.799433,14.016513,122.221067,253.843668
d0:73:d5:01:83:08,9,24063,3546,6.785606,14.357016,131.998739,274.997834
d0:73:d5:01:83:08,9,24841,3546,7.005009,13.744871,132.199852,275.416091
d0:73:d5:01:83:08,9,22735,3546,6.411170,14.775643,131.998736,274.997223
d0:73:d5:01:83:08,9,23260,3545,6.561086,14.589073,143.476642,299.996529
d0:73:d5:01:83:08,9,24684,3545,6.962769,13.794325,131.998671,274.997198
d0:73:d5:01:83:08,9,23362,3545,6.589849,14.529301,143.476737,299.996783
d0:73:d5:01:83:08,9,24984,3545,7.047384,13.794339,143.476810,299.997477
d0:73:d5:01:83:08,9,23439,3545,6.611583,14.710131,143.476810,299.996952
d0:73:d5:01:83:08,9,24835,3545,7.005345,13.794358,143.476730,299.996581
d0:73:d5:01:83:08,9,31865,3554,8.965586,11.141523,99.998995,235.711569
d0:73:d5:01:83:08,9,23955,3545,6.757127,14.068039,122.406345,254.228142
d0:73:d5:01:83:08,9,23116,3545,6.520499,14.649287,143.476799,299.996752
d0:73:d5:01:83:08,9,26224,3554,7.378285,13.163754,122.220981,253.843932
d0:73:d5:01:83:08,9,24521,3545,6.916762,14.294983,143.476804,299.996561
d0:73:d5:01:83:08,9,23452,3545,6.615250,14.411145,131.998706,274.997184
d0:73:d5:01:83:08,9,26355,3545,7.434105,13.081726,122.220993,253.843579
d0:73:d5:01:83:08,9,24503,3545,6.911705,14.012432,143.477089,299.997541
d0:73:d5:01:83:08,9,25066,3545,7.070504,13.740893,143.476853,299.996667
d0:73:d5:01:83:08,9,23952,3545,6.756282,14.469981,143.476875,299.997076
d0:73:d5:01:83:08,9,25294,3545,7.134815,13.531112,131.998719,274.997389
d0:73:d5:01:83:08,9,23040,3545,6.499026,14.649365,143.476873,299.996911
d0:73:d5:01:83:08,9,25018,3545,7.056962,13.740898,143.476887,299.997285
d0:73:d5:01:83:08,9,23541,3545,6.640350,14.352812,132.198983,275.414293
d0:73:d5:01:83:08,9,24835,3545,7.005359,13.740865,131.998670,274.997471
d0:73:d5:01:83:08,9,24513,3545,6.914520,14.124098,131.998730,274.997275
d0:73:d5:01:83:08,9,25471,3545,7.184742,13.531112,143.476880,299.997015
d0:73:d5:01:83:08,9,23248,3545,6.557700,14.529284,131.998716,274.997313
d0:73:d5:01:83:08,9,24526,3545,6.918192,13.957268,143.476787,299.997066
d0:73:d5:01:83:08,9,23749,3545,6.699018,14.237537,122.220925,253.842809
d0:73:d5:01:83:08,9,25366,3545,7.155145,13.582917,143.476785,300.002844
d0:73:d5:01:83:08,9,23282,3545,6.567300,14.771417,143.476848,299.997567
d0:73:d5:01:83:08,9,24814,3545,6.999425,13.794351,131.998644,299.997017
d0:73:d5:01:83:08,9,23218,3545,6.549238,14.589074,143.476782,299.997066
d0:73:d5:01:83:08,9,24904,3545,7.024816,13.740876,131.998627,274.997479
d0:73:d5:01:83:08,9,23506,3545,6.630485,14.411139,143.476768,299.997049
d0:73:d5:01:83:08,9,24157,3554,6.796722,14.160213,143.476795,299.997014
d0:73:d5:01:83:08,9,23774,3545,6.706074,14.529279,143.476786,299.996975
d0:73:d5:01:83:08,9,23569,3545,6.648234,14.411187,143.476792,299.996877
d0:73:d5:01:83:08,9,41398,3534,11.711465,8.971641,128.386822,291.760080
d0:73:d5:01:83:08,9,23341,3545,6.583926,14.529300,143.476820,299.997389
d0:73:d5:01:83:08,9,24862,3554,6.994908,13.776356,132.198923,275.414357
d0:73:d5:01:83:08,9,31502,3552,8.867582,11.277747,113.791869,235.710655
d0:73:d5:01:83:08,9,38149,3558,10.719359,9.566904,111.998846,253.843303
d0:73:d5:01:83:08,9,31223,3469,9.000106,11.227124,113.791720,253.843263
d0:73:d5:01:83:08,9,23664,3545,6.675053,14.589055,143.476849,299.997281
d0:73:d5:01:83:08,9,25498,3545,7.192368,13.479645,131.998710,274.997483
d0:73:d5:01:83:08,9,23686,3545,6.681243,14.237545,122.221081,253.843619
d0:73:d5:01:83:08,9,25366,3555,7.135171,13.620941,143.476965,299.997728
d0:73:d5:01:83:08,9,22884,3545,6.455019,14.649374,132.199041,275.414653
d0:73:d5:01:83:08,9,23506,3545,6.630480,14.469971,143.476817,299.997038
d0:73:d5:01:83:08,9,25752,3545,7.264010,13.635189,143.476847,299.997599
d0:73:d5:01:83:08,9,25383,3554,7.141663,13.776023,143.476785,299.997027
d0:73:d5:01:83:08,9,23584,3545,6.652478,14.294939,122.221022,253.843636
d0:73:d5:01:83:08,9,23443,3545,6.612696,14.470001,143.477054,299.997463
d0:73:d5:01:83:08,9,24802,3545,6.996043,13.740880,131.998679,274.997408
d0:73:d5:01:83:08,9,23185,3574,6.486106,14.649852,131.998673,274.997723
d0:73:d5:01:83:08,9,24878,3565,6.977200,13.982799,143.476813,299.997471
d0:73:d5:01:83:08,9,22912,3545,6.462916,14.710162,143.476836,299.997126
d0:73:d5:01:83:08,9,25645,3545,7.233844,13.277684,131.998655,274.998165
d0:73:d5:01:83:08,9,23659,3545,6.673615,14.294979,131.998678,274.997452
d0:73:d5:01:83:08,9,24754,3545,6.982505,13.794342,143.476824,299.997049
d0:73:d5:01:83:08,9,23029,3545,6.495918,14.529300,143.476792,299.996653
d0:73:d5:01:83:08,9,26118,3545,7.367247,13.327633,122.220977,253.843195
d0:73:d5:01:83:08,9,25469,3554,7.165862,13.514118,143.476694,299.996627
d0:73:d5:01:83:08,9,23302,3545,6.572918,14.470013,143.476805,299.996769
d0:73:d5:01:83:08,9,24488,3545,6.907463,13.957288,131.998671,274.996691
d0:73:d5:01:83:08,9,35215,3575,9.849755,10.515341,106.450528,329.996710
d0:73:d5:01:83:08,9,27186,3545,7.668500,13.228180,157.141339,329.996726
d0:73:d5:01:83:08,9,27271,3554,7.672846,12.693651,131.998807,274.997311
d0:73:d5:01:83:08,9,24100,3545,6.798014,14.180612,143.476841,299.960628
d0:73:d5:01:83:08,9,23014,3545,6.491695,14.710144,143.476850,299.996615
d0:73:d5:01:83:08,9,25828,3545,7.285442,13.428607,131.998684,274.998105
d0:73:d5:01:83:08,9,23685,3545,6.680965,14.294947,131.998661,274.997208
d0:73:d5:01:83:08,9,25485,3545,7.188706,13.740870,143.476799,299.997012
d0:73:d5:01:83:08,9,23395,3545,6.599173,14.469964,143.476783,299.996764
d0:73:d5:01:83:08,9,22633,3545,6.384221,14.833249,132.198901,275.414173
d0:73:d5:01:83:08,9,24967,3545,7.042572,13.687853,131.998722,274.997435
d0:73:d5:01:83:08,9,24228,3545,6.834131,14.237538,131.998680,274.974310
d0:73:d5:01:83:08,9,24568,3545,6.930046,13.902520,143.476857,299.997931
d0:73:d5:01:83:08,9,23134,3545,6.525484,14.470112,122.221023,253.843723
d0:73:d5:01:83:08,9,25468,3545,7.183887,13.377947,122.221026,253.843877
d0:73:d5:01:83:08,9,24153,3545,6.812967,13.902554,113.792002,235.711825
d0:73:d5:01:83:08,9,24298,3545,6.853883,13.902524,122.220864,253.843306
d0:73:d5:01:83:08,9,24342,3545,6.866307,14.237498,143.476907,299.997067
d0:73:d5:01:83:08,9,25027,3545,7.059509,13.635183,131.998693,274.997364
d0:73:d5:01:83:08,9,24613,3545,6.942735,13.902529,143.476789,299.996899
d0:73:d5:01:83:08,9,25527,3545,7.200538,13.377931,131.998680,274.997067
d0:73:d5:01:83:08,9,24129,3545,6.806206,14.124092,143.476850,299.996964
d0:73:d5:01:83:08,9,24612,3554,6.924737,14.104026,132.198959,275.414157
d0:73:d5:01:83:08,9,24076,3545,6.791212,14.068135,122.221047,253.875230
d0:73:d5:01:83:08,9,23548,3545,6.642327,14.411151,143.476869,299.996915
d0:73:d5:01:83:08,9,24544,3545,6.923263,13.740888,122.221024,253.843816
d0:73:d5:01:83:08,9,24096,3545,6.796902,14.068034,132.198963,275.414422
d0:73:d5:01:83:08,9,26474,3545,7.467670,13.178990,122.221008,253.843700
d0:73:d5:01:83:08,9,23140,3545,6.527234,14.469985,143.476881,299.997445
d0:73:d5:01:83:08,9,24938,3545,7.034397,13.794363,143.476808,299.997146
d0:73:d5:01:83:08,9,23530,3545,6.637243,14.352821,143.476838,299.996985
d0:73:d5:01:83:08,9,25209,3545,7.110855,13.635166,143.476792,299.997019
d0:73:d5:01:83:08,9,23341,3545,6.583940,14.529270,143.476751,299.997070
d0:73:d5:01:83:08,9,27216,3545,7.676841,12.891667,113.792003,235.712350
d0:73:d5:01:83:08,9,27390,3554,7.706345,12.739118,131.998598,274.999022
d0:73:d5:01:83:08,9,26883,3545,7.583042,13.178986,143.476769,299.996584
d0:73:d5:01:83:08,9,26778,3545,7.553425,13.081722,122.220988,253.888700
d0:73:d5:01:83:08,9,28118,3545,7.931385,12.439144,122.221052,253.843340
d0:73:d5:01:83:08,9,27589,3545,7.782191,12.616177,122.406355,275.413821
d0:73:d5:01:83:08,9,25959,3545,7.322398,13.277716,131.998700,274.997072
d0:73:d5:01:83:08,9,28305,3554,7.963787,12.514837,143.476795,299.978648
d0:73:d5:01:83:08,9,25700,3545,7.249352,13.428578,131.998699,275.014413
d0:73:d5:01:83:08,9,28590,3554,8.043742,12.427678,122.220962,274.996930
d0:73:d5:01:83:08,9,25933,3545,7.315073,13.327616,131.998672,274.998937
d0:73:d5:01:83:08,9,24733,3545,6.976579,13.740881,122.406659,254.228740
d0:73:d5:01:83:08,9,24870,3545,7.015222,13.687829,131.998684,274.997510
d0:73:d5:01:83:08,9,24202,3545,6.826803,14.124080,143.476874,299.997078
